Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
ENSMUSG00000021025,Nfkbia,Gene Expression,0.6929653967739785,0.0,0.0,7447,7.238035191583215,988
ENSMUSG00000031765,Mt1,Gene Expression,0.6885620769494142,0.0,0.0,16691,10.353339636932695,987
ENSMUSG00000017002,Slpi,Gene Expression,0.6833422060031483,0.0,0.0,5142,5.421220018617072,872
ENSMUSG00000031722,Hp,Gene Expression,0.6706787454453793,0.0,0.0,11927,7.642630778411133,779
ENSMUSG00000027398,Il1b,Gene Expression,0.6684578020787612,0.0,0.0,5054,4.912108952752796,830
ENSMUSG00000020077,Srgn,Gene Expression,0.6645524273348518,0.0,0.0,5869,5.592720289596753,852
ENSMUSG00000056054,S100a8,Gene Expression,0.661251070162252,0.0,0.0,7200,6.667340689842553,904
ENSMUSG00000053522,Lgals7,Gene Expression,0.6498916680084253,0.0,0.0,13253,7.651667161932051,908
ENSMUSG00000028464,Tpm2,Gene Expression,0.6417659515570534,0.0,0.0,3519,1.8986682197695106,540
ENSMUSG00000032366,Tpm1,Gene Expression,0.6367877529057273,0.0,0.0,4925,2.698300948214212,667
ENSMUSG00000027559,Car3,Gene Expression,0.6272124343006354,0.0,0.0,4923,2.8735325376875545,623
ENSMUSG00000038670,Mybpc2,Gene Expression,0.6271872556539667,0.0,0.0,2011,1.089666460162394,374
ENSMUSG00000005716,Pvalb,Gene Expression,0.6268920601966871,0.0,0.0,1680,0.9028036561420472,338
ENSMUSG00000030785,Cox6a2,Gene Expression,0.6239650207113876,0.0,0.0,954,0.46552865817825323,254
ENSMUSG00000062515,Fabp4,Gene Expression,0.6193141407528676,0.0,0.0,4181,2.851291786841522,542
ENSMUSG00000036854,Hspb6,Gene Expression,0.6183905430479559,0.0,0.0,2150,1.1563661726628094,398
ENSMUSG00000029379,Cxcl3,Gene Expression,0.6165890993698169,0.0,0.0,3036,3.1084628772022898,684
ENSMUSG00000032060,Cryab,Gene Expression,0.6156485119561107,0.0,0.0,2790,1.4534390556574064,486
ENSMUSG00000032648,Pygm,Gene Expression,0.6149118075545724,0.0,0.0,1769,0.9325902545696868,352
ENSMUSG00000060600,Eno3,Gene Expression,0.6129353064645344,0.0,0.0,2526,1.4200057443811922,447
ENSMUSG00000020372,Rack1,Gene Expression,0.6117914268272576,0.0,0.0,8125,4.830800798133162,902
ENSMUSG00000022108,Itm2b,Gene Expression,0.6070952180512393,0.0,0.0,10211,6.960968587720327,988
ENSMUSG00000031097,Tnni2,Gene Expression,0.6053170504037393,0.0,0.0,1576,0.8472693945890741,333
ENSMUSG00000019761,Krt10,Gene Expression,0.6005650214162906,0.0,0.0,14042,8.36689976923311,928
ENSMUSG00000006221,Hspb7,Gene Expression,0.5966591342790448,0.0,0.0,1340,0.6989837800286999,310
ENSMUSG00000045545,Krt14,Gene Expression,0.5911338302156234,0.0,0.0,9300,5.272222251629136,829
ENSMUSG00000061780,Cfd,Gene Expression,0.5862810295614134,0.0,0.0,4372,2.715337407632431,558
ENSMUSG00000030470,Csrp3,Gene Expression,0.5855610494859953,0.0,0.0,1179,0.614565271555112,293
ENSMUSG00000030695,Aldoa,Gene Expression,0.5823418912064258,0.0,0.0,14049,8.210174221463376,997
ENSMUSG00000068699,Flnc,Gene Expression,0.5791719309815639,0.0,0.0,684,0.3222680222029298,222
ENSMUSG00000056328,Myh1,Gene Expression,0.5717450981741791,0.0,0.0,1428,0.7550383558443958,327
ENSMUSG00000000982,Ccl3,Gene Expression,0.5694159694406155,0.0,0.0,2031,2.029681493911057,585
ENSMUSG00000006457,Actn3,Gene Expression,0.5675289976854209,0.0,0.0,1125,0.5722296754910281,270
ENSMUSG00000056501,Cebpb,Gene Expression,0.5668747750410932,0.0,0.0,7865,7.120509377654399,1007
ENSMUSG00000067653,Ankrd23,Gene Expression,0.5646799826211688,0.0,0.0,649,0.32449366813209707,208
ENSMUSG00000029304,Spp1,Gene Expression,0.5561483302079768,0.0,0.0,1639,1.6667692597760522,565
ENSMUSG00000040026,Saa3,Gene Expression,0.5529096577840373,0.0,0.0,4250,2.504041644411959,714
ENSMUSG00000022126,Acod1,Gene Expression,0.5525857714321202,0.0,0.0,2338,2.2794851669200282,642
ENSMUSG00000018930,Ccl4,Gene Expression,0.5520164041351098,0.0,0.0,1980,1.7814105582039697,577
ENSMUSG00000024661,Fth1,Gene Expression,0.5514612611198573,0.0,0.0,61616,49.41506752084318,1110
ENSMUSG00000015312,Gadd45b,Gene Expression,0.549165617465661,0.0,0.0,1780,1.8335424545533243,600
ENSMUSG00000039753,Fbxl5,Gene Expression,0.5472602424127803,0.0,0.0,4367,4.240426227011032,902
ENSMUSG00000061527,Krt5,Gene Expression,0.541597370830287,0.0,0.0,3952,2.3084478420342345,614
ENSMUSG00000031633,Slc25a4,Gene Expression,0.5382913708101932,0.0,0.0,2749,1.4935884662604517,590
ENSMUSG00000068697,Myoz1,Gene Expression,0.5360696236425437,0.0,0.0,1005,0.546491546855135,278
ENSMUSG00000064373,Selenop,Gene Expression,0.5352118836454163,0.0,0.0,4762,3.309989904854022,826
ENSMUSG00000027333,Smox,Gene Expression,0.5308978357068554,0.0,0.0,2353,2.332394081287117,677
ENSMUSG00000021508,Cxcl14,Gene Expression,0.5241933410349381,0.0,0.0,1824,1.2671364818233017,502
ENSMUSG00000026822,Lcn2,Gene Expression,0.5178223647264261,0.0,0.0,9476,7.460284331646358,969
ENSMUSG00000030592,Ryr1,Gene Expression,0.5154800251921366,0.0,0.0,807,0.4299652551474784,261
ENSMUSG00000031636,Pdlim3,Gene Expression,0.5136597843867755,0.0,0.0,744,0.37829795020766555,242
ENSMUSG00000074199,Krtdap,Gene Expression,0.511684263097508,0.0,0.0,7384,4.385190454966164,828
ENSMUSG00000074001,Klhl40,Gene Expression,0.5063989232078612,0.0,0.0,591,0.2910446539879884,213
ENSMUSG00000067594,Krt77,Gene Expression,0.5057637406830218,0.0,0.0,4005,2.415474774841955,658
ENSMUSG00000007877,Tcap,Gene Expression,0.5010679801736331,0.0,0.0,931,0.565823440593319,282
ENSMUSG00000045763,Basp1,Gene Expression,0.49753683143767596,0.0,0.0,1807,1.801590300585479,622
ENSMUSG00000015950,Ncf1,Gene Expression,0.4970079270436887,0.0,0.0,2528,2.432252907285926,720
ENSMUSG00000052374,Actn2,Gene Expression,0.49629171137676886,0.0,0.0,829,0.46383503824999156,265
ENSMUSG00000020475,Pgam2,Gene Expression,0.4960381080349466,0.0,0.0,923,0.4983717455863325,270
ENSMUSG00000043165,Lor,Gene Expression,0.4930025309417854,0.0,0.0,3813,2.5586592202206058,685
ENSMUSG00000024140,Epas1,Gene Expression,0.49153466812083013,0.0,0.0,2257,1.5343062079615428,553
ENSMUSG00000036256,Igfbp7,Gene Expression,0.4871828749579511,0.0,0.0,2936,1.9140378693274243,685
ENSMUSG00000018593,Sparc,Gene Expression,0.4849914698510265,0.0,0.0,2891,1.9907089236252973,669
ENSMUSG00000022564,Grina,Gene Expression,0.4847453139887299,0.0,0.0,3830,3.431434347210967,887
ENSMUSG00000028599,Tnfrsf1b,Gene Expression,0.48234423139865346,0.0,0.0,2265,2.277467226418554,702
ENSMUSG00000016496,Cd274,Gene Expression,0.4818173342478707,0.0,0.0,1414,1.4151301482016732,538
ENSMUSG00000009185,Ccl8,Gene Expression,0.4788456886261276,0.0,0.0,1580,1.0519427881679626,467
ENSMUSG00000027360,Hdc,Gene Expression,0.4767102034842417,0.0,0.0,1611,1.5494749406061823,572
ENSMUSG00000009281,Rarres2,Gene Expression,0.4758561933575733,0.0,0.0,2120,1.4774496560760437,611
ENSMUSG00000061462,Obscn,Gene Expression,0.4746726443475732,0.0,0.0,587,0.31444634810320354,210
ENSMUSG00000001156,Mxd1,Gene Expression,0.4727235914668875,0.0,0.0,1626,1.6037434773629464,598
ENSMUSG00000028111,Ctsk,Gene Expression,0.462651066065818,0.0,0.0,1169,0.8387142783299751,419
ENSMUSG00000031451,Gas6,Gene Expression,0.46246065171670303,0.0,0.0,1472,0.99491931994985,542
ENSMUSG00000056569,Mpz,Gene Expression,0.4610531515944807,0.0,0.0,616,0.5611267424312268,218
ENSMUSG00000025473,Adam8,Gene Expression,0.45837748191206534,0.0,0.0,1436,1.3923241463086968,564
ENSMUSG00000024014,Pim1,Gene Expression,0.4569716171319488,0.0,0.0,2628,2.3770946704920464,763
ENSMUSG00000075307,Klhl41,Gene Expression,0.4565480330540156,0.0,0.0,466,0.2381244102761674,200
ENSMUSG00000027408,Cpxm1,Gene Expression,0.454261728876262,0.0,0.0,1759,1.1755863356971945,534
ENSMUSG00000030122,Ptms,Gene Expression,0.45321811714949606,0.0,0.0,5312,3.7597207043519223,936
ENSMUSG00000003153,Slc2a3,Gene Expression,0.4474234223462496,0.0,0.0,770,0.7873409877612406,394
ENSMUSG00000022237,Ankrd33b,Gene Expression,0.4473033645371408,0.0,0.0,1114,1.136300988735641,477
ENSMUSG00000007097,Atp1a2,Gene Expression,0.44692605815993813,0.0,0.0,1081,0.6059045627912742,351
ENSMUSG00000038612,Mcl1,Gene Expression,0.4431158565313327,0.0,0.0,3721,3.3162994869193594,883
ENSMUSG00000052837,Junb,Gene Expression,0.4429869185116644,0.0,0.0,3208,2.8736350427437922,842
ENSMUSG00000068220,Lgals1,Gene Expression,0.4423949923664056,0.0,0.0,3370,2.4205335831149335,808
ENSMUSG00000024610,Cd74,Gene Expression,0.44211305358649117,0.0,0.0,5637,3.7178691370390418,879
ENSMUSG00000032487,Ptgs2,Gene Expression,0.44117283020027837,0.0,0.0,1349,1.340017080642613,519
ENSMUSG00000028645,Slc2a1,Gene Expression,0.4396082317413056,0.0,0.0,2048,1.8893292485690494,714
ENSMUSG00000021091,Serpina3n,Gene Expression,0.4393341123299249,0.0,0.0,2064,1.3730961124298278,624
ENSMUSG00000021477,Ctsl,Gene Expression,0.43931802122076596,0.0,0.0,8230,6.168120110179147,1003
ENSMUSG00000037095,Lrg1,Gene Expression,0.438089926551236,0.0,0.0,1960,1.172346135061624,479
ENSMUSG00000007122,Casq1,Gene Expression,0.43184260674384883,0.0,0.0,578,0.3288012954157623,222
ENSMUSG00000058715,Fcer1g,Gene Expression,0.4298398496703629,0.0,0.0,3168,2.8731212148596668,818
ENSMUSG00000023092,Fhl1,Gene Expression,0.42799873014522904,0.0,0.0,817,0.4317046609869184,283
ENSMUSG00000004951,Hspb1,Gene Expression,0.4279279488716153,0.0,0.0,1363,0.7059695667180422,434
ENSMUSG00000038642,Ctss,Gene Expression,0.4245498028706885,0.0,0.0,3656,2.6733918332253155,798
ENSMUSG00000026193,Fn1,Gene Expression,0.42422547862145094,0.0,0.0,1420,1.1725607702315115,562
ENSMUSG00000051439,Cd14,Gene Expression,0.4213086657336474,0.0,0.0,1403,1.3095178413488622,541
ENSMUSG00000003541,Ier3,Gene Expression,0.42024521013183874,0.0,0.0,2100,1.9476179488680039,710
ENSMUSG00000001552,Jup,Gene Expression,0.4193657369738843,0.0,0.0,2092,1.1914388897586816,557
ENSMUSG00000025967,Eef1b2,Gene Expression,0.4156596253969041,0.0,0.0,3841,2.4811858739890913,835
ENSMUSG00000029580,Actb,Gene Expression,0.41457757332778916,0.0,0.0,17424,14.455439232361188,1094
ENSMUSG00000030189,Ybx3,Gene Expression,0.41424243034697233,0.0,0.0,3796,2.140127455955887,744
ENSMUSG00000041571,Selenow,Gene Expression,0.4137385105198793,0.0,0.0,2800,1.7099828789442648,724
ENSMUSG00000004558,Ndrg2,Gene Expression,0.4117927917747559,0.0,0.0,966,0.5286243261714031,339
ENSMUSG00000049134,Nrap,Gene Expression,0.40817589728221243,0.0,0.0,457,0.23166453764164224,176
ENSMUSG00000069833,Ahnak,Gene Expression,0.40682805380282794,0.0,0.0,5314,3.5967740514905686,929
ENSMUSG00000018927,Ccl6,Gene Expression,0.4044958813556153,0.0,0.0,4642,3.7469161983895467,888
ENSMUSG00000005087,Cd44,Gene Expression,0.402125130598463,0.0,0.0,3950,3.375501102206372,890
ENSMUSG00000079017,Ifi27l2a,Gene Expression,0.4020854583214945,0.0,0.0,1658,1.2761504284496787,589
ENSMUSG00000027470,Mylk2,Gene Expression,0.4009287060998033,0.0,0.0,369,0.18348794511800448,155
ENSMUSG00000036446,Lum,Gene Expression,0.4004462327658483,0.0,0.0,649,0.45947375851176914,308
ENSMUSG00000032554,Trf,Gene Expression,0.4002182797845461,0.0,0.0,1310,0.7971156873948504,394
ENSMUSG00000047419,Cmya5,Gene Expression,0.3998297737296836,0.0,0.0,505,0.28316437331782995,216
ENSMUSG00000025488,Cox8b,Gene Expression,0.39880173428459587,0.0,0.0,427,0.20893335843599642,180
ENSMUSG00000034994,Eef2,Gene Expression,0.3974244385668566,0.0,0.0,3779,2.447323752747074,844
ENSMUSG00000037742,Eef1a1,Gene Expression,0.39720176611560193,0.0,0.0,8034,5.253685511609058,987
ENSMUSG00000021798,Ldb3,Gene Expression,0.395675527236674,0.0,0.0,489,0.27352029330731753,215
ENSMUSG00000054889,Dsp,Gene Expression,0.3952206392848646,0.0,0.0,2272,1.3234844978679827,503
ENSMUSG00000025064,Col17a1,Gene Expression,0.3930035840489595,0.0,0.0,1322,0.7518756850626725,383
ENSMUSG00000021998,Lcp1,Gene Expression,0.39012823957596415,0.0,0.0,1697,1.5569486923124904,651
ENSMUSG00000047798,Cd300lf,Gene Expression,0.38949651983915207,0.0,0.0,1085,1.020182183075877,491
ENSMUSG00000047945,Marcksl1,Gene Expression,0.3870552568958031,0.0,0.0,1244,1.242422857189963,541
ENSMUSG00000031488,Rab11fip1,Gene Expression,0.3856646928683117,0.0,0.0,831,0.8393196677562687,407
ENSMUSG00000024049,Myom1,Gene Expression,0.38528698170961134,0.0,0.0,390,0.2120345399920962,190
ENSMUSG00000020067,Mypn,Gene Expression,0.38369009754723904,0.0,0.0,322,0.17670827786250862,159
ENSMUSG00000002985,Apoe,Gene Expression,0.38358695103214063,0.0,0.0,2511,1.5246615803859873,652
ENSMUSG00000037411,Serpine1,Gene Expression,0.38225560330397296,0.0,0.0,916,0.8808056049447803,378
ENSMUSG00000034926,Dhcr24,Gene Expression,0.3821508190791672,0.0,0.0,1436,0.8404893950926381,405
ENSMUSG00000037172,E330009J07Rik,Gene Expression,0.38135295302297145,0.0,0.0,827,0.8736071947161632,419
ENSMUSG00000030996,Art1,Gene Expression,0.3813054619818656,0.0,0.0,380,0.2048269497394558,164
ENSMUSG00000023067,Cdkn1a,Gene Expression,0.3812140255690411,0.0,0.0,2760,2.555054701849722,845
ENSMUSG00000031502,Col4a1,Gene Expression,0.38092469231287357,0.0,0.0,1580,1.1271580664945695,538
ENSMUSG00000025491,Ifitm1,Gene Expression,0.38005609951904235,0.0,0.0,2426,1.91558371016438,693
ENSMUSG00000021876,Rnase4,Gene Expression,0.37971936730906175,0.0,0.0,1111,0.7364187836051045,468
ENSMUSG00000026489,Coq8a,Gene Expression,0.37877988644391053,0.0,0.0,517,0.26953036050827145,225
ENSMUSG00000060477,Irak2,Gene Expression,0.3785565847631848,0.0,0.0,897,0.908561158191606,444
ENSMUSG00000021831,Ero1l,Gene Expression,0.3774933325877026,0.0,0.0,847,0.8274642162269384,409
ENSMUSG00000059895,Ptp4a3,Gene Expression,0.377488744557906,0.0,0.0,1266,0.7963258455020094,464
ENSMUSG00000030852,Tacc2,Gene Expression,0.376377246976031,0.0,0.0,714,0.3623681759320186,296
ENSMUSG00000017737,Mmp9,Gene Expression,0.37558875328003005,0.0,0.0,1303,1.2356120366792245,533
ENSMUSG00000018339,Gpx3,Gene Expression,0.37334545958461746,0.0,0.0,1383,0.9545566551121809,500
ENSMUSG00000020407,Upp1,Gene Expression,0.369985192377238,0.0,0.0,820,0.8081957408650654,378
ENSMUSG00000052974,Cyp2f2,Gene Expression,0.3682061924536935,0.0,0.0,1010,0.6879413997122521,417
ENSMUSG00000043681,Fam25c,Gene Expression,0.36761487483403765,0.0,0.0,2128,1.2982263428680014,500
ENSMUSG00000033579,Fa2h,Gene Expression,0.3670816290309156,0.0,0.0,1148,0.6304013606627812,290
ENSMUSG00000051397,Tacstd2,Gene Expression,0.3655689545008843,0.0,0.0,1557,0.8938456954053907,416
ENSMUSG00000024401,Tnf,Gene Expression,0.36540722484147037,0.0,0.0,692,0.7365417624604204,358
ENSMUSG00000026728,Vim,Gene Expression,0.36510687534505853,0.0,0.0,3516,2.4204126850848957,809
ENSMUSG00000030142,Clec4e,Gene Expression,0.36439421584869813,0.0,0.0,730,0.6992658888786067,393
ENSMUSG00000044103,Il1f9,Gene Expression,0.3643124967683585,0.0,0.0,1253,1.1715651358133237,550
ENSMUSG00000062929,Cfl2,Gene Expression,0.3641349389435521,0.0,0.0,1463,0.8751890357915221,499
ENSMUSG00000060126,Tpt1,Gene Expression,0.36405394037475414,0.0,0.0,11031,7.166028010940206,1033
ENSMUSG00000062077,Trim54,Gene Expression,0.3627284941182618,0.0,0.0,288,0.14895709253178493,145
ENSMUSG00000009633,G0s2,Gene Expression,0.36218682517491885,0.0,0.0,1135,1.0753393865601055,497
ENSMUSG00000020826,Nos2,Gene Expression,0.360865385173655,0.0,0.0,686,0.7105534906412769,374
ENSMUSG00000054146,Krt15,Gene Expression,0.358471479669656,0.0,0.0,1280,0.7524007452711041,331
ENSMUSG00000035105,Egln3,Gene Expression,0.35722754774186716,0.0,0.0,1022,0.9981936075100875,495
ENSMUSG00000016349,Eef1a2,Gene Expression,0.35667914156751973,0.0,0.0,418,0.2274832829832599,185
ENSMUSG00000042306,S100a14,Gene Expression,0.3550036752541558,0.0,0.0,1080,0.6315708152586591,335
ENSMUSG00000047730,Fcgbp,Gene Expression,0.354941038376012,0.0,0.0,909,0.5388132379778809,305
ENSMUSG00000020585,Laptm4a,Gene Expression,0.35155405244393656,0.0,0.0,4586,3.477704942230604,931
ENSMUSG00000030546,Plin1,Gene Expression,0.3514219348306841,0.0,0.0,715,0.45867548437805916,269
ENSMUSG00000030103,Bhlhe40,Gene Expression,0.34879142150139225,0.0,0.0,1163,1.1757334300079256,577
ENSMUSG00000028749,Pla2g2f,Gene Expression,0.34860164218552847,0.0,0.0,1302,0.8086528684936298,410
ENSMUSG00000046056,Sbsn,Gene Expression,0.34811963455514666,0.0,0.0,1477,0.9050904931607736,456
ENSMUSG00000049775,Tmsb4x,Gene Expression,0.3478207351132072,0.0,0.0,19411,16.23529282530407,1094
ENSMUSG00000072620,Slfn2,Gene Expression,0.34545429031096886,0.0,0.0,1393,1.320130559333718,621
ENSMUSG00000035513,Ntng2,Gene Expression,0.3449464263333344,0.0,0.0,968,0.9243581045098136,472
ENSMUSG00000033765,Calm4,Gene Expression,0.34320526519494476,0.0,0.0,2301,1.4548207143284029,562
ENSMUSG00000046834,Krt1,Gene Expression,0.34247727695393215,0.0,0.0,1943,1.1667890359995379,499
ENSMUSG00000037960,Card19,Gene Expression,0.3422165264142079,0.0,0.0,2052,1.827795357395483,716
ENSMUSG00000043953,Ccrl2,Gene Expression,0.34107795908405397,0.0,0.0,650,0.661843546709298,352
ENSMUSG00000006818,Sod2,Gene Expression,0.34088924715141405,0.0,0.0,3924,3.4446142910352995,940
ENSMUSG00000042541,Sem1,Gene Expression,0.34066633355608744,0.0,0.0,6122,5.233815834552784,1025
ENSMUSG00000070436,Serpinh1,Gene Expression,0.34041813593232273,0.0,0.0,1341,0.8808089203284487,537
ENSMUSG00000032262,Elovl4,Gene Expression,0.33744093187586127,0.0,0.0,1327,0.7438141962402923,362
ENSMUSG00000024846,Cst6,Gene Expression,0.3358708902295099,0.0,0.0,1023,0.5781094475447598,324
ENSMUSG00000034708,Grn,Gene Expression,0.33582320476060246,0.0,0.0,3172,2.508683544815373,841
ENSMUSG00000017009,Sdc4,Gene Expression,0.3354064689769905,0.0,0.0,3060,2.6141061315818077,876
ENSMUSG00000026385,Dbi,Gene Expression,0.3353340009014,0.0,0.0,2273,1.5335584525735684,670
ENSMUSG00000036390,Gadd45a,Gene Expression,0.3351233394965102,0.0,0.0,813,0.7610136782410954,426
ENSMUSG00000037071,Scd1,Gene Expression,0.33476848924443436,0.0,0.0,1455,0.9066961524612702,484
ENSMUSG00000027447,Cst3,Gene Expression,0.3337982525707375,0.0,0.0,4016,2.8092659277333123,876
ENSMUSG00000040564,Apoc1,Gene Expression,0.3332802258629276,0.0,0.0,1392,0.7552644568569926,421
ENSMUSG00000037820,Tgm2,Gene Expression,0.33303481915359845,0.0,0.0,2072,1.6797377667616245,696
ENSMUSG00000033065,Pfkm,Gene Expression,0.33296002005294406,0.0,0.0,543,0.31479136611338515,257
ENSMUSG00000026574,Dpt,Gene Expression,0.33282248915825935,0.0,0.0,1105,0.7226768849660408,451
ENSMUSG00000028834,Trim63,Gene Expression,0.3323732727505486,0.0,0.0,242,0.12594949357440752,122
ENSMUSG00000045667,Smtnl2,Gene Expression,0.3302011985460555,0.0,0.0,261,0.13634255933448672,140
ENSMUSG00000031375,Bgn,Gene Expression,0.32852459771524184,0.0,0.0,1395,0.8921518165077449,509
ENSMUSG00000028859,Csf3r,Gene Expression,0.32804686980939934,0.0,0.0,1649,1.341069122213406,585
ENSMUSG00000017466,Timp2,Gene Expression,0.3277858822355894,0.0,0.0,1745,1.2654827113926181,648
ENSMUSG00000020216,Jsrp1,Gene Expression,0.3276318122818571,0.0,0.0,312,0.16649786814708178,157
ENSMUSG00000031740,Mmp2,Gene Expression,0.3275755297033243,0.0,0.0,896,0.6246790044514144,420
ENSMUSG00000005628,Tmod4,Gene Expression,0.3274555786229102,0.0,0.0,325,0.16523628172746177,160
ENSMUSG00000031503,Col4a2,Gene Expression,0.32707700772319953,0.0,0.0,1189,0.8106925001125602,483
ENSMUSG00000041476,Smpx,Gene Expression,0.32570724951926505,0.0,0.0,327,0.18487211955933025,164
ENSMUSG00000046223,Plaur,Gene Expression,0.3248905978790755,0.0,0.0,807,0.7921270137291916,443
ENSMUSG00000061353,Cxcl12,Gene Expression,0.32434707165207616,0.0,0.0,838,0.5321267600411677,371
ENSMUSG00000032515,Csrnp1,Gene Expression,0.3242943484478305,0.0,0.0,778,0.7945221162969728,420
ENSMUSG00000021281,Tnfaip2,Gene Expression,0.32383108087994394,0.0,0.0,1980,1.7732473458524824,725
ENSMUSG00000025017,Pik3ap1,Gene Expression,0.32195657134314165,0.0,0.0,1196,1.0765045072193877,547
ENSMUSG00000028063,Lmna,Gene Expression,0.32112613798394174,0.0,0.0,3444,2.3011052845899136,824
ENSMUSG00000040747,Cd53,Gene Expression,0.3209538097987949,0.0,0.0,804,0.7386314739225156,414
ENSMUSG00000001131,Timp1,Gene Expression,0.3197078514475754,0.0,0.0,686,0.39036540353067983,314
ENSMUSG00000020120,Plek,Gene Expression,0.3182122157384068,0.0,0.0,661,0.6418931316163781,369
ENSMUSG00000059498,Fcgr3,Gene Expression,0.3179974430424936,0.0,0.0,2060,1.7918400956759035,705
ENSMUSG00000026413,Pkp1,Gene Expression,0.317780151050797,0.0,0.0,1098,0.6331946028264137,364
ENSMUSG00000057092,Fxyd3,Gene Expression,0.31696331036265835,0.0,0.0,782,0.4780875321438259,310
ENSMUSG00000043421,Hilpda,Gene Expression,0.3167663208639505,0.0,0.0,612,0.6654622105955895,355
ENSMUSG00000038170,Pde4dip,Gene Expression,0.31617979520624456,0.0,0.0,464,0.25193605995881924,229
ENSMUSG00000060962,Dmkn,Gene Expression,0.31538284904920083,0.0,0.0,1616,0.9683593275471396,456
ENSMUSG00000020400,Tnip1,Gene Expression,0.3150447636947486,0.0,0.0,1087,1.0539283564010142,552
ENSMUSG00000052305,Hbb-bs,Gene Expression,0.31485321411853934,0.0,0.0,2259,1.8053247745714796,548
ENSMUSG00000031791,Tmem38a,Gene Expression,0.3148190612696061,0.0,0.0,379,0.2066033656886068,183
ENSMUSG00000037946,Fgd3,Gene Expression,0.31387087246909084,0.0,0.0,682,0.7401720038477051,384
ENSMUSG00000025784,Clec3b,Gene Expression,0.31384313186511914,0.0,0.0,581,0.41760108184867145,317
ENSMUSG00000005057,Sh2b2,Gene Expression,0.31366233488844797,0.0,0.0,783,0.7630618293465066,422
ENSMUSG00000002885,Adgre5,Gene Expression,0.31295443217796676,0.0,0.0,1022,0.9342836282739952,501
ENSMUSG00000023885,Thbs2,Gene Expression,0.31128982470620187,0.0,0.0,410,0.26906497350331315,251
ENSMUSG00000028692,Akr1a1,Gene Expression,0.30949980953636347,0.0,0.0,2043,1.2743305413937553,664
ENSMUSG00000006360,Crip1,Gene Expression,0.3089949667648892,0.0,0.0,1971,1.2916514716260286,665
ENSMUSG00000022876,Samsn1,Gene Expression,0.30882427086322495,0.0,0.0,353,0.372630897122616,235
ENSMUSG00000049130,C5ar1,Gene Expression,0.3074021127973523,0.0,0.0,1225,1.1067018384654645,546
ENSMUSG00000073418,C4b,Gene Expression,0.30674218764001937,0.0,0.0,1103,0.7271054884971608,448
ENSMUSG00000069917,Hba-a2,Gene Expression,0.30554149714612816,0.0,0.0,1755,1.3448870715602121,529
ENSMUSG00000029371,Cxcl5,Gene Expression,0.3052567085443002,0.0,0.0,853,0.6597267082501597,359
ENSMUSG00000054452,Tle5,Gene Expression,0.3035770289122034,0.0,0.0,1721,1.0328711585759167,607
ENSMUSG00000026395,Ptprc,Gene Expression,0.3035371686501089,0.0,0.0,1624,1.5484707733473086,656
ENSMUSG00000000290,Itgb2,Gene Expression,0.3031630207153301,0.0,0.0,1477,1.3273911073722349,614
ENSMUSG00000028713,Cyp4b1,Gene Expression,0.3021770936021555,0.0,0.0,471,0.33082354005624015,286
