Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
ENSMUSG00000056501,Cebpb,Gene Expression,0.4135959670597132,0.0,0.0,14165,8.23703529006688,1354
ENSMUSG00000030695,Aldoa,Gene Expression,0.4133778210229357,0.0,0.0,20666,10.454712770063614,1363
ENSMUSG00000007097,Atp1a2,Gene Expression,0.40886773099421914,0.0,0.0,1232,0.5531093203859694,343
ENSMUSG00000025784,Clec3b,Gene Expression,0.4086269261718468,0.0,0.0,1393,0.7420552555762207,520
ENSMUSG00000032648,Pygm,Gene Expression,0.4046034626364425,0.0,0.0,1479,0.6773599684462454,362
ENSMUSG00000054146,Krt15,Gene Expression,0.4021321895509015,0.0,0.0,2496,1.6330847627276739,509
ENSMUSG00000020077,Srgn,Gene Expression,0.4007896551230518,0.0,0.0,5570,3.3525583882621612,1101
ENSMUSG00000058715,Fcer1g,Gene Expression,0.39994252645293316,0.0,0.0,8523,5.107997375861471,1207
ENSMUSG00000029580,Actb,Gene Expression,0.3995780391349001,0.0,0.0,44926,25.355547757127816,1461
ENSMUSG00000029322,Plac8,Gene Expression,0.39929844877699405,0.0,0.0,6047,3.455474773048804,1071
ENSMUSG00000054889,Dsp,Gene Expression,0.39404799252829803,0.0,0.0,3780,1.7536894636279283,591
ENSMUSG00000057604,Lmcd1,Gene Expression,0.3918684779864783,0.0,0.0,1165,0.5694706397355579,338
ENSMUSG00000007122,Casq1,Gene Expression,0.3899035983225022,0.0,0.0,532,0.2577339692780139,208
ENSMUSG00000046805,Mpeg1,Gene Expression,0.38851715170417633,0.0,0.0,4570,2.76680162355571,1021
ENSMUSG00000056054,S100a8,Gene Expression,0.3865988309260468,0.0,0.0,5666,3.289040742564565,1046
ENSMUSG00000038670,Mybpc2,Gene Expression,0.38585199944990695,0.0,0.0,1231,0.6503493412861239,295
ENSMUSG00000003541,Ier3,Gene Expression,0.3853934523893542,0.0,0.0,4286,2.505019280020963,1052
ENSMUSG00000001552,Jup,Gene Expression,0.3839758803405641,0.0,0.0,3178,1.4804887511106246,643
ENSMUSG00000006818,Sod2,Gene Expression,0.38384875831052834,0.0,0.0,8711,5.329990265544091,1275
ENSMUSG00000056569,Mpz,Gene Expression,0.3828858390568285,0.0,0.0,1602,0.9309097741477357,344
ENSMUSG00000031451,Gas6,Gene Expression,0.3827132074920612,0.0,0.0,1331,0.7335778029804724,551
ENSMUSG00000004207,Psap,Gene Expression,0.3821950772588809,0.0,0.0,18230,10.372607004809371,1393
ENSMUSG00000074199,Krtdap,Gene Expression,0.38139883307864875,0.0,0.0,9283,3.879386503235122,968
ENSMUSG00000068699,Flnc,Gene Expression,0.37873587430348526,0.0,0.0,1133,0.5677287318535683,336
ENSMUSG00000021091,Serpina3n,Gene Expression,0.3780546166338693,0.0,0.0,1523,0.876120559847187,605
ENSMUSG00000061462,Obscn,Gene Expression,0.3776257932856244,0.0,0.0,721,0.35315693665955067,231
ENSMUSG00000067594,Krt77,Gene Expression,0.3776230793215188,0.0,0.0,6526,2.8472663579488664,845
ENSMUSG00000028859,Csf3r,Gene Expression,0.377035158260217,0.0,0.0,4732,2.7608004340625443,968
ENSMUSG00000018339,Gpx3,Gene Expression,0.37656529467416183,0.0,0.0,1541,0.8145158779115608,570
ENSMUSG00000040026,Saa3,Gene Expression,0.37593398613222556,0.0,0.0,10418,5.572677158664903,1210
ENSMUSG00000040152,Thbs1,Gene Expression,0.3757089023305175,0.0,0.0,5072,3.0407632697898173,1088
ENSMUSG00000029373,Pf4,Gene Expression,0.375285968847175,0.0,0.0,7548,4.076738646396519,1108
ENSMUSG00000027398,Il1b,Gene Expression,0.37510798248230864,0.0,0.0,3795,2.375002027863826,950
ENSMUSG00000021025,Nfkbia,Gene Expression,0.3712025025180375,0.0,0.0,8299,4.935634210530506,1273
ENSMUSG00000022108,Itm2b,Gene Expression,0.36908402568262905,0.0,0.0,19482,10.713723131732337,1375
ENSMUSG00000027408,Cpxm1,Gene Expression,0.3688422659516374,0.0,0.0,1581,0.8623370162600487,609
ENSMUSG00000034708,Grn,Gene Expression,0.36854331022716996,0.0,0.0,7878,4.610330050555068,1226
ENSMUSG00000049134,Nrap,Gene Expression,0.36590476607724676,0.0,0.0,852,0.4012257137406273,241
ENSMUSG00000030122,Ptms,Gene Expression,0.36569456429406755,0.0,0.0,9472,5.466705712945865,1282
ENSMUSG00000035105,Egln3,Gene Expression,0.3647346966639282,0.0,0.0,2915,1.8379234854823028,910
ENSMUSG00000016349,Eef1a2,Gene Expression,0.3630992656592784,0.0,0.0,526,0.22515162933272673,199
ENSMUSG00000069917,Hba-a2,Gene Expression,0.36275804470655837,0.0,0.0,4170,2.4272232139866783,719
ENSMUSG00000030579,Tyrobp,Gene Expression,0.36203747243161916,0.0,0.0,6984,3.984023312837575,1154
ENSMUSG00000033065,Pfkm,Gene Expression,0.36192703189412845,0.0,0.0,753,0.3637180898010949,294
ENSMUSG00000050721,Plekho2,Gene Expression,0.3617184212053601,0.0,0.0,4900,2.7673051453175543,1082
ENSMUSG00000025064,Col17a1,Gene Expression,0.3604940914543893,0.0,0.0,2565,1.3039208590147104,541
ENSMUSG00000031584,Gsr,Gene Expression,0.3579709691778437,0.0,0.0,3389,1.9185804766594414,959
ENSMUSG00000015312,Gadd45b,Gene Expression,0.3578876245405917,0.0,0.0,2384,1.5813256224583214,839
ENSMUSG00000019122,Ccl9,Gene Expression,0.3571082505083758,0.0,0.0,4262,2.24258649284737,962
ENSMUSG00000022126,Acod1,Gene Expression,0.35686413034466236,0.0,0.0,2757,1.792266676468665,871
ENSMUSG00000029304,Spp1,Gene Expression,0.3560577916955304,0.0,0.0,3517,2.1108570241882063,935
ENSMUSG00000001128,Cfp,Gene Expression,0.35600462094907115,0.0,0.0,5869,3.394379040444939,1086
ENSMUSG00000009281,Rarres2,Gene Expression,0.3555167354448011,0.0,0.0,2978,1.6899103601105387,858
ENSMUSG00000069792,Wfdc17,Gene Expression,0.3553751514512792,0.0,0.0,5387,3.038033675263034,1073
ENSMUSG00000000682,Cd52,Gene Expression,0.35496811501962316,0.0,0.0,5139,2.9041027916216793,1058
ENSMUSG00000021281,Tnfaip2,Gene Expression,0.35289024924868656,0.0,0.0,5739,3.4413004193978884,1103
ENSMUSG00000034994,Eef2,Gene Expression,0.35277558456845315,0.0,0.0,5287,2.9018522730263503,1129
ENSMUSG00000028111,Ctsk,Gene Expression,0.3525075884627197,0.0,0.0,1403,0.8953391224640596,616
ENSMUSG00000040564,Apoc1,Gene Expression,0.3521774910099867,0.0,0.0,1890,0.9011635497540978,476
ENSMUSG00000060126,Tpt1,Gene Expression,0.3516779238432469,0.0,0.0,17936,9.428982599045778,1370
ENSMUSG00000061780,Cfd,Gene Expression,0.35128262556545214,0.0,0.0,2971,1.3569255321748381,476
ENSMUSG00000068697,Myoz1,Gene Expression,0.34966580948811293,0.0,0.0,830,0.38688680861878755,260
ENSMUSG00000049130,C5ar1,Gene Expression,0.34948095298196147,0.0,0.0,3893,2.3255102925068663,972
ENSMUSG00000062077,Trim54,Gene Expression,0.3479293139184538,0.0,0.0,435,0.2023882913507034,201
ENSMUSG00000070436,Serpinh1,Gene Expression,0.3477802971486711,0.0,0.0,2431,1.3064311725871391,816
ENSMUSG00000031375,Bgn,Gene Expression,0.3477088245250169,0.0,0.0,1462,0.7528640984646726,555
ENSMUSG00000041571,Selenow,Gene Expression,0.3469911719900413,0.0,0.0,4482,2.2513890817554927,1049
ENSMUSG00000002985,Apoe,Gene Expression,0.3465924697623561,0.0,0.0,4100,2.2597862553851087,959
ENSMUSG00000031722,Hp,Gene Expression,0.3452398451415784,0.0,0.0,6598,3.0147518422864352,957
ENSMUSG00000043165,Lor,Gene Expression,0.34509664140018814,0.0,0.0,4850,2.44321161040346,817
ENSMUSG00000021477,Ctsl,Gene Expression,0.3443425313021074,0.0,0.0,17775,10.128096114752399,1372
ENSMUSG00000026822,Lcn2,Gene Expression,0.34276435098867497,0.0,0.0,6381,3.6999258125066934,1123
ENSMUSG00000031636,Pdlim3,Gene Expression,0.3410257946798514,0.0,0.0,784,0.38207147131599767,252
ENSMUSG00000021998,Lcp1,Gene Expression,0.3397031505233523,0.0,0.0,4429,2.6718430773804878,1051
ENSMUSG00000016256,Ctsz,Gene Expression,0.33954394365500107,0.0,0.0,7908,4.730944378874609,1211
ENSMUSG00000030144,Clec4d,Gene Expression,0.33928456981019683,0.0,0.0,3215,1.7690040158949056,886
ENSMUSG00000052305,Hbb-bs,Gene Expression,0.3381922773320795,0.0,0.0,4967,2.872687598253362,754
ENSMUSG00000044103,Il1f9,Gene Expression,0.3376980286346503,0.0,0.0,3533,2.169011557600732,964
ENSMUSG00000006360,Crip1,Gene Expression,0.3373496739940663,0.0,0.0,6925,3.686564339007874,1162
ENSMUSG00000038612,Mcl1,Gene Expression,0.3359950150395699,0.0,0.0,7161,4.234400687765574,1223
ENSMUSG00000022564,Grina,Gene Expression,0.3353250539863911,0.0,0.0,5358,3.0716388250122315,1140
ENSMUSG00000051397,Tacstd2,Gene Expression,0.33528048144775446,0.0,0.0,2470,1.1534991605041007,496
ENSMUSG00000005087,Cd44,Gene Expression,0.33501033847862,0.0,0.0,7692,4.527110410940159,1245
ENSMUSG00000006519,Cyba,Gene Expression,0.3336191159506204,0.0,0.0,7066,4.066468934054566,1175
ENSMUSG00000036446,Lum,Gene Expression,0.3330515521837224,0.0,0.0,757,0.4708479395323297,346
ENSMUSG00000021939,Ctsb,Gene Expression,0.3330112588653939,0.0,0.0,21299,11.947090757277495,1414
ENSMUSG00000040552,C3ar1,Gene Expression,0.33175494504327163,0.0,0.0,3398,1.906285952612909,923
ENSMUSG00000047945,Marcksl1,Gene Expression,0.3317434895885325,0.0,0.0,3741,2.157896082702334,983
ENSMUSG00000040694,Apobec2,Gene Expression,0.33098962342303573,0.0,0.0,528,0.23224846272285848,184
ENSMUSG00000004558,Ndrg2,Gene Expression,0.3304077153500296,0.0,0.0,1207,0.6561990515723164,402
ENSMUSG00000071715,Ncf4,Gene Expression,0.32950108009944085,0.0,0.0,2409,1.362337070704851,836
ENSMUSG00000075307,Klhl41,Gene Expression,0.3293263042540073,0.0,0.0,679,0.30875087358766357,227
ENSMUSG00000021950,Anxa8,Gene Expression,0.32810636352944134,0.0,0.0,2416,1.1625835210932622,581
ENSMUSG00000058624,Gda,Gene Expression,0.3254889904261827,0.0,0.0,4931,2.849215991346714,1070
ENSMUSG00000042306,S100a14,Gene Expression,0.3247087017775986,0.0,0.0,1593,0.8539582995091082,412
ENSMUSG00000020216,Jsrp1,Gene Expression,0.3243079020297904,0.0,0.0,429,0.2086341156084107,176
ENSMUSG00000030560,Ctsc,Gene Expression,0.32344636495099943,0.0,0.0,5652,2.951222179996187,1085
ENSMUSG00000026131,Dst,Gene Expression,0.3231279714400716,0.0,0.0,2568,1.3305710470843761,812
ENSMUSG00000026574,Dpt,Gene Expression,0.32229181834419207,0.0,0.0,1457,0.7494037386188603,573
ENSMUSG00000034926,Dhcr24,Gene Expression,0.3221241132733512,0.0,0.0,1841,1.0558192258650776,499
ENSMUSG00000025488,Cox8b,Gene Expression,0.3208101812635729,0.0,0.0,546,0.2653275125129322,204
ENSMUSG00000000290,Itgb2,Gene Expression,0.32077944448454637,0.0,0.0,5028,2.9723385098380266,1080
ENSMUSG00000041476,Smpx,Gene Expression,0.31993161083186833,0.0,0.0,466,0.2125256976594098,185
ENSMUSG00000019929,Dcn,Gene Expression,0.31965273532669264,0.0,0.0,3160,1.7123680799138166,899
ENSMUSG00000047798,Cd300lf,Gene Expression,0.31843496651439485,0.0,0.0,2669,1.6235422129481938,851
ENSMUSG00000046056,Sbsn,Gene Expression,0.31842430309314707,0.0,0.0,2205,1.0668705737327229,526
ENSMUSG00000004951,Hspb1,Gene Expression,0.317927023510416,0.0,0.0,1522,0.7822783048541475,476
ENSMUSG00000057092,Fxyd3,Gene Expression,0.31760549297058394,0.0,0.0,1334,0.7146352639584439,417
ENSMUSG00000028063,Lmna,Gene Expression,0.3169066948494561,0.0,0.0,5994,3.147175409958252,1150
ENSMUSG00000037742,Eef1a1,Gene Expression,0.3158631565569869,0.0,0.0,14529,7.670558698679468,1364
ENSMUSG00000058818,Pirb,Gene Expression,0.3134301549908382,0.0,0.0,5351,3.1033114431878825,1082
ENSMUSG00000026413,Pkp1,Gene Expression,0.3128470787276581,0.0,0.0,1904,0.8682800898932316,448
ENSMUSG00000020241,Col6a2,Gene Expression,0.3114274393816486,0.0,0.0,1406,0.7532743968982324,564
ENSMUSG00000015340,Cybb,Gene Expression,0.310300054016423,0.0,0.0,2547,1.5010593584742358,865
ENSMUSG00000027470,Mylk2,Gene Expression,0.3097191506553132,0.0,0.0,457,0.24883862216741273,184
ENSMUSG00000029683,Lmod2,Gene Expression,0.30775311672701877,0.0,0.0,598,0.2788814849773554,207
ENSMUSG00000028599,Tnfrsf1b,Gene Expression,0.307122385756269,0.0,0.0,3513,2.146162639386634,989
ENSMUSG00000028249,Sdcbp,Gene Expression,0.30634531714396473,0.0,0.0,8881,5.28664800911077,1276
ENSMUSG00000025473,Adam8,Gene Expression,0.30627719223483707,0.0,0.0,1933,1.1273696892840748,781
ENSMUSG00000026576,Atp1b1,Gene Expression,0.3054627138760526,0.0,0.0,782,0.3881591573754575,315
ENSMUSG00000025492,Ifitm3,Gene Expression,0.3048120892226577,0.0,0.0,4620,2.441479274384804,1059
ENSMUSG00000054404,Slfn5,Gene Expression,0.30416243726038616,0.0,0.0,2581,1.3072668140220016,828
ENSMUSG00000014846,Tppp3,Gene Expression,0.3037740952012376,0.0,0.0,3260,1.7188594789685603,960
ENSMUSG00000037960,Card19,Gene Expression,0.3031925240514473,0.0,0.0,4239,2.5175010558532764,1068
ENSMUSG00000079017,Ifi27l2a,Gene Expression,0.3030612876402479,0.0,0.0,3038,1.644856804869402,881
ENSMUSG00000043681,Fam25c,Gene Expression,0.3004937583616395,0.0,0.0,3360,1.5538848269557264,640
ENSMUSG00000034855,Cxcl10,Gene Expression,0.30007308950885536,0.0,0.0,1881,1.1872249002536164,666
ENSMUSG00000020061,Mybpc1,Gene Expression,0.29976563979178017,0.0,0.0,657,0.33904268128725495,225
ENSMUSG00000074001,Klhl40,Gene Expression,0.29917930894018635,0.0,0.0,470,0.23567589436935524,207
ENSMUSG00000026395,Ptprc,Gene Expression,0.2990370577704598,0.0,0.0,3689,2.3757684379839548,1011
ENSMUSG00000022878,Adipoq,Gene Expression,0.2981669048378699,0.0,0.0,411,0.17298885122966412,139
ENSMUSG00000004939,Nmrk2,Gene Expression,0.29706377041739845,0.0,0.0,350,0.187644015995721,165
ENSMUSG00000052681,Rap1b,Gene Expression,0.296521346740864,0.0,0.0,8974,4.9516194425335955,1254
ENSMUSG00000052974,Cyp2f2,Gene Expression,0.2957701567714262,0.0,0.0,740,0.4996652881058498,359
ENSMUSG00000026489,Coq8a,Gene Expression,0.2951827159235455,0.0,0.0,657,0.32058126187154484,280
ENSMUSG00000031444,F10,Gene Expression,0.29477303410520683,0.0,0.0,2334,1.4485549453520346,833
ENSMUSG00000029379,Cxcl3,Gene Expression,0.2933592429368222,0.0,0.0,1290,0.7851432242070583,569
ENSMUSG00000011752,Pgam1,Gene Expression,0.2930171574169845,0.0,0.0,5198,3.126791547184769,1181
ENSMUSG00000047730,Fcgbp,Gene Expression,0.2918887956368781,0.0,0.0,1709,0.8483106640342638,414
ENSMUSG00000009185,Ccl8,Gene Expression,0.2911193060996061,0.0,0.0,2152,1.191600656872165,698
ENSMUSG00000030996,Art1,Gene Expression,0.2908697343218664,0.0,0.0,326,0.1518083170917682,152
ENSMUSG00000046834,Krt1,Gene Expression,0.2908402209162358,0.0,0.0,3917,1.750803675667257,717
ENSMUSG00000048234,Rnf149,Gene Expression,0.29003194193964327,0.0,0.0,3471,2.079720395231485,1014
ENSMUSG00000068220,Lgals1,Gene Expression,0.2898871416043476,0.0,0.0,6904,3.971374737847452,1216
ENSMUSG00000035352,Ccl12,Gene Expression,0.28935528448193537,0.0,0.0,1265,0.7378218890289266,563
ENSMUSG00000049103,Ccr2,Gene Expression,0.2893234773738213,0.0,0.0,3411,1.8199179506411933,919
ENSMUSG00000046245,Pilra,Gene Expression,0.28833298564200693,0.0,0.0,1524,0.9760006642025467,679
ENSMUSG00000038147,Cd84,Gene Expression,0.28807513169524956,0.0,0.0,2552,1.5613786405780246,879
ENSMUSG00000024300,Myo1f,Gene Expression,0.28736893554016146,0.0,0.0,2600,1.4210104276289044,859
ENSMUSG00000026728,Vim,Gene Expression,0.2873298135810704,0.0,0.0,9461,5.127563289896411,1267
ENSMUSG00000027737,Slc7a11,Gene Expression,0.2872917752267512,0.0,0.0,1435,0.9280202823106811,666
ENSMUSG00000017781,Pitpna,Gene Expression,0.2865490285268839,0.0,0.0,4793,2.645363875465616,1115
ENSMUSG00000028367,Txn1,Gene Expression,0.286485879073794,0.0,0.0,10630,5.8851064557386366,1329
ENSMUSG00000029718,Pcolce,Gene Expression,0.2858481202147432,0.0,0.0,1594,0.8508413290601221,678
ENSMUSG00000022587,Ly6e,Gene Expression,0.2854557553623286,0.0,0.0,4158,2.22274205793917,1045
ENSMUSG00000030401,Rtn2,Gene Expression,0.28518891276071034,0.0,0.0,363,0.17609567698578274,168
ENSMUSG00000021622,Ckmt2,Gene Expression,0.2849704310512248,0.0,0.0,441,0.20400419155368696,171
ENSMUSG00000006457,Actn3,Gene Expression,0.2839556855996638,0.0,0.0,553,0.2840885985073763,200
ENSMUSG00000024846,Cst6,Gene Expression,0.28385363297559185,0.0,0.0,1401,0.6621518097750887,374
ENSMUSG00000033579,Fa2h,Gene Expression,0.2834901692871067,0.0,0.0,1655,0.8807006128089074,388
ENSMUSG00000042228,Lyn,Gene Expression,0.2826281781931026,0.0,0.0,2504,1.347923802308862,876
ENSMUSG00000020067,Mypn,Gene Expression,0.2818165938291262,0.0,0.0,284,0.14692533124843898,137
ENSMUSG00000015947,Fcgr1,Gene Expression,0.2812705392511381,0.0,0.0,2480,1.3853143474159064,848
ENSMUSG00000023913,Pla2g7,Gene Expression,0.2807874561696821,0.0,0.0,2164,1.2664185391962979,801
ENSMUSG00000060063,Alox5ap,Gene Expression,0.2806384162981148,0.0,0.0,5091,2.9528875528481406,1132
ENSMUSG00000030707,Coro1a,Gene Expression,0.2806002179106057,0.0,0.0,3497,1.969922034014219,971
ENSMUSG00000018293,Pfn1,Gene Expression,0.27993400218971465,0.0,0.0,11004,6.083048875406075,1314
ENSMUSG00000049037,Clec4a1,Gene Expression,0.27973457810645547,0.0,0.0,2700,1.5158901753009177,875
ENSMUSG00000029561,Oasl2,Gene Expression,0.2793822784220192,0.0,0.0,2796,1.5502648081522954,915
ENSMUSG00000069833,Ahnak,Gene Expression,0.27934843124095526,0.0,0.0,10837,5.829614771648807,1295
ENSMUSG00000017009,Sdc4,Gene Expression,0.279095739713021,0.0,0.0,6582,3.9888256369886435,1237
ENSMUSG00000072620,Slfn2,Gene Expression,0.2790915916042117,0.0,0.0,3239,1.9139593169713132,945
ENSMUSG00000007891,Ctsd,Gene Expression,0.27881375999609886,0.0,0.0,8463,4.743641764715227,1256
ENSMUSG00000021190,Lgmn,Gene Expression,0.27878011890607957,0.0,0.0,3887,2.0433192459858547,996
ENSMUSG00000022548,Apod,Gene Expression,0.27795800084630035,0.0,0.0,1158,0.6705632224972803,428
ENSMUSG00000015568,Lpl,Gene Expression,0.27751079148717334,0.0,0.0,881,0.40765745638442286,352
ENSMUSG00000034282,Evpl,Gene Expression,0.27731412618830614,0.0,0.0,1126,0.5041927971190563,340
ENSMUSG00000018774,Cd68,Gene Expression,0.2758617992370793,0.0,0.0,5138,2.948574448520687,1105
ENSMUSG00000045667,Smtnl2,Gene Expression,0.2758397780107199,0.0,0.0,361,0.1581865648737492,164
ENSMUSG00000021876,Rnase4,Gene Expression,0.2755646908456795,0.0,0.0,1931,1.0930070279318014,747
ENSMUSG00000016496,Cd274,Gene Expression,0.27532427227339057,0.0,0.0,1862,1.1995907294018862,759
ENSMUSG00000028108,Ecm1,Gene Expression,0.27521755509180185,0.0,0.0,4886,2.66746272654002,1122
ENSMUSG00000033765,Calm4,Gene Expression,0.2743680506367501,0.0,0.0,3400,1.4290823496427874,590
ENSMUSG00000072941,Sod3,Gene Expression,0.27420728374570597,0.0,0.0,2155,1.038619719704846,755
ENSMUSG00000024053,Emilin2,Gene Expression,0.27377763347915396,0.0,0.0,1917,1.0354942707652137,780
ENSMUSG00000028517,Plpp3,Gene Expression,0.27309857924727643,0.0,0.0,1968,1.154586510910817,816
ENSMUSG00000008206,Cers4,Gene Expression,0.27262672822601447,0.0,0.0,1015,0.5905122362773368,331
ENSMUSG00000026177,Slc11a1,Gene Expression,0.27262641888602623,0.0,0.0,2614,1.5101217184899647,864
ENSMUSG00000030278,Cidec,Gene Expression,0.2722205405127773,0.0,0.0,253,0.12422768246218262,99
ENSMUSG00000053797,Krt16,Gene Expression,0.2721108914084342,0.0,0.0,2467,1.0326935737514196,486
ENSMUSG00000037071,Scd1,Gene Expression,0.27208854878331645,0.0,0.0,1622,0.8792341687905695,489
